Title,Class
"25 Fälle Strafrecht Allgemeiner Teil, [Klausurentraining mit Lösungen im Gutachtenstil]",340
Das Recht der europäischen Währungspolitiken,343
"Gott ist kein Pinguin, Theologie in religionspädagogischer Perspektive",230
"Beiträge zum Blindenbildungswesen, Heft 1",379
"Friedrich von Hagedorn und Horaz, Untersuchungen zur Horaz-Rezeption in der deutschen Literatur des 18. Jahrhunderts",831
"Die Einschränkung des gewerblichen Geld-Gewinnspiels, verfassungsrechtliche Maßstäbe und Grenzen",340
"Freiheit und Selbstbindung Gottes in der scholastischen Gnadenlehre, Promissio, pactum, ordinatio",231
"Trauerfeiern nach Großkatastrophen, theologische und sozialwissenschaftliche Zugänge",230
Urheberrechtliche Lizenzen in der Insolvenz,346
"Sanktionsmöglichkeiten bei missbräuchlichem Verhalten eines Energienetzbetreibers, energiewirtschaftsrechtliche, ordnungsrechtliche und strafrechtliche Instrumentarien",340
"Welche Spinne ist das?, [132 Spinnen einfach bestimmen]",590
"Krieg und Aggression - eine Illusion?, aggressionthematische Friedensforschung: kritische Darstellung von Publikationen in der Bundesrepublik im Zeitraum von 1966 - 1975",341
"Innerfern, Roman",833
"Entstehung, Kennzeichen, Lebensraum ; 26 Tabellen, Wüsten",910
"Jugendphase und Sexualität, eine empirische Überprüfung eines sozialisationstheoretischen Modells ; 116 Tabellen",306
"Friedrich Heinrich von der Hagen, 1780-1856, ein Beitrag zur Frühgeschichte der Germanistik",430
"Religionen der Welt - von Kindern erzählt, Woran wir glauben",200
"Entwicklung von Religiosität, Grundlagen, Theorieprobleme, praktische Anwendung",248
"Anregungen und Winke, Der Lateinische Unterricht auf Sprachwissenschaftlicher Grundlage",440
"Teil I: Texte. Teil II: Apparate und Kommentare, Werke und Korrespondenz: Band 10: Der Briefwechsel zwischen Sigmund von Birken und Margaretha Magdalena von Birken und Adam Volkmann",150
"FamFG, Freiwillige Gerichtsbarkeit ; Gesetz über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit (FamFG)",340
"Urkunden, Schriften, Lebensordnungen, neue Beiträge zur Mediävistik ; Vorträge der Jahrestagung des Instituts für Österreichische Geschichtsforschung aus Anlass des 100. Geburtstags von Heinrich Fichtenau (1912 - 2000) ; (Wien, 13. - 15. Dezember 2012) ; [... zweite Jahrestagung des IÖG]",940
"Einflussfaktoren und Konsequenzen, Vertrauen in der Unternehmensberatung",650
"Aufbau und Fall einer Diktatur, kritische Beiträge zur Geschichte der DDR",943
"Annemarie Schwarzenbach 1908-1942, Eine Biographie",900
Der Produzent und die Rechte am Filmwerk,346
Einführung in das Handels- und Gesellschaftsrecht,346
Rechtsprobleme bei der Anwendung von Videotechnologie im Strafprozess,340
"Kritik der transnationalen Gewalt, Souveränität, Menschenrechte und Demokratie im Übergang zur Weltgesellschaft",301
"Eccentric, Kunst und Leben, Figuren der Seltsamkeit",809
"Frauen und die Reformation, Mutig und glaubensstark",230
"Denkbilder, Schmuck- und Fundstücke, Randständiges, Hauptsächliches, Amüsantes und Bedenkliches aus der Geschichte des Feuilletons im frühen 20. Jahrhundert, Weibisch, frankophil und (nicht nur) von Männern gemacht",430
"Hybrid structures under ballistic loading, Zur Berechnung von Bauteilen in hybrider Bauweise unter ballistischer Beanspruchung",620
"Straßenverkehrsgesetz, Straßenverkehrs-Ordnung, Straßenverkehrs-Zulassungs-Ordnung, Bußgeld- und Verwarnungsgeldkatalog, Gesetzesmaterialien, Verwaltungsvorschriften und einschlägige Bestimmungen der StGB und der StPO, Straßenverkehrsrecht",343
"10 Jahre Europäische Sprachencharta in Niedersachsen, Symposium an der Carl-von-Ossietzky-Universität Oldenburg am 4. September 2009",430
"Nation und Religion in Europa, mehrkonfessionelle Gesellschaften im 19. und 20. Jahrhundert",940
Die Esche und ihr Holz,570
"Umsatzsteuer intensiv, Veranlagungszeitraum 2008, 2009 und 2010",343
"Distanz, Untersuchungen zu einer vernachlässigten Kategorie",302
"Autonomie, ein Versuch über das gelungene Leben",123
"Biographie und Bibliographie, Chirurgenverzeichnis",617
"Schulfernsehen als Kommunikationsmodell, Strategien der Evaluation und ihre Umsetzung in einem Begleitforschungsprojekt",371
"Gedanken aus fünf Jahrzehnten, Reden und Schriften",943
"(1648 - 1802) ; Studien zur Geschichte seiner Verfassung und seiner Mitglieder, Das Augsburger Domkapitel vom Dreißigjährigen Krieg bis zur Säkularisation",274
"Im Museum, wie Ethikunterricht Museen und ihr Angebot nutzen kann",370
"Das Harvard-Konzept, der Klassiker der Verhandlungstechnik",158
"CME-Beiträge aus: Medizinische Klinik - Intensivmedizin und Notfallmedizin, Weiterbildung Intensivmedizin und Notfallmedizin",617
"Erwerb eigener Aktien, Ökonomische Analyse vor dem Hintergrund von Unternehmensverfassung und Informationseffizienz des Kapitalmarktes",330
"Komparatistik, theoretische Überlegungen und südosteuropäische Wechselseitigkeit ; Festschrift für Zoran Konstantinović, Innsbruck, am 5. Juni 1980",809
"Kapitalaufbringung, Kapitalerhaltung und Existenzschutz bei konzernweiten Cash-Pooling-Systemen",340
Chemie in Küche und Haus,641
"Die Logik theologischer Perspektiven, eine sprechanalytische Untersuchung",200
"Das Recht des Unternehmenskaufs in Deutschland und Frankreich unter besonderer Berücksichtigung von Garantieklauseln, eine rechtsvergleichende Studie zur deutschen und französischen Kautelarpraxis",340
"Wettbewerb und Behinderung, eine rechtsvergleichende Untersuchung zur Beurteilung von Individual- und Wettbewerbsbehinderungen nach deutschem und amerikanischem Recht",343
"Sterbende begleiten lernen, das Celler Modell zur Vorbereitung Ehrenamtlicher in der Sterbebegleitung ; [mit CD-ROM]",259
"Träumen verboten, aktuelle Stellungnahmen aus der DDR",943
"Einführung in die Volkswirtschaftslehre, für den Abschluss Bachelor",330
"Deutschland Juli 1944, Soldaten, Zivilisten, Widerstandskämpfer",943
"Die Filme meines Lebens, ein Roman",860
Gesetzliche Unfallversicherung,344
"Gedichte, Nichts mehr an seinem Platz",831
"Duden - das Herkunftswörterbuch, Etymologie der deutschen Sprache ; [die Geschichte der deutschen Wörter bis zur Gegenwart ; 20.000 Wörter und Redewendungen in ca. 8.000 Artikeln]",430
"Studien zu Ideengeschichte und Bedeutungswandel des Surrealismus vor Gründung der surrealistischen Bewegung und zu Begriff, Methode und Ikonographie des Surrealismus in der Kunst 1919 bis 1925, Surrealismus und Kunst",709
"Bewerten, Sprechakttypen der bewertenden Rede",410
"Geschichte der Psychologie, Strömungen, Schulen, Entwicklungen",150
"Endlich schuldenfrei!, Insolvenz in England",340
"Die Region im europäischen Integrationsprozeß, ökonomische, ökologische und politische Herausforderungen - Perspektiven für (Ost-)Hessen",337
"Akkreditierung als Instrument zur Verbesserung des Studienangebots ; Erfahrungen - Analysen - Perspektiven ; [Dokumentation einer Tagung der Evangelischen Akademie Loccum vom 8. bis 10. Juni 2009], Studium Bolognese",370
"Regional- und Nationalitätensprachen in Frankreich, Italien und Spanien",305
"Verdinglichung, eine anerkennungstheoretische Studie",302
"Jeru Kabbals ClarityProcess®, Leben und Werk eines Pioniers der transpersonalen Psychologie",200
"Der Bauvertrag als symbiotischer Interessenwahrungsvertrag, ein Beitrag zur Institutionenbildung im Bauvertragsrecht unter Berücksichtigung von PPP/BOT-, Projektfinanzierungs- und Partnering-/Alliancingmodellen",340
Kulturindustrie und Sozialwissenschaften,301
"Die Bedeutung des ""Oberhausener Manifestes"" für die Filmentwicklung in der BRD",384
Die geldpolitische Bedeutung der freien Liquiditätsreserven und der Interbankgeschäfte,332
Gestalttheorie und Sozialarbeit,150
Entscheidungsunterstützung für die persönliche Finanzplanung,332
"Wilhelm von Humboldts Sprachwissenschaft, ein kommentiertes Verzeichnis des sprachwissenschaftlichen Nachlasses ; mit einer Einleitung und zwei Anhängen",410
Schuldrecht Besonderer Teil und Schadenersatz,340
"Ekphrasis, Kunstbeschreibungen und virtuelle Räume in der Literatur des Mittelalters",800
"Brennpunkt der Welt, c'est l'abrégé de l'univers ; Großstadterfahrung und Wissensdiskurs in der pragmatischen Parisliteratur 1780 - 1830",848
"Glaube im Zeitalter der Naturwissenschaften, Im Herzen der Materie",500
Praxisfelder der systemischen Beratung,370
"Humanisierung der Arbeit zwischen Staat und Gewerkschaft, ein internationaler Vergleich ; Kongreßbericht des Internationalen Instituts für Vergleichende Gesellschaftsforschung, Wissenschaftszentrum Berlin",344
"Faschismus und Rassismus, Kontroversen um Ideologie und Opfer",940
"Biographie und Interpretationsgeschichte, Stimme und Geige, Amalie und Joseph Joachim",780
Das deutsche Drama des 19. Jahrhunderts,832
Handbuch zum Strafverfahren,340
"Die Juden im faschistischen Italien, Geschichte, Identität, Verfolgung",945
"Mathematische Modelle, Methoden und Algorithmen, Zuverlässigkeit und Verfügbarkeit",620
"Das Ende des alten Deutschland., Krise und Auflösung des Heiligen Römischen Reiches Deutscher Nation 1806.",943
"Chanel catwalk, Karl Lagerfeld - die Kollektionen",740
"(1665 - 1733), Die Denkwürdigkeiten des Burggrafen und Grafen Christoph zu Dohna",943
"Erziehungsberatung zwischen Theorie und Praxis, eine vergleichende Analyse professioneller Handlungsstrukturen",370
Die Verantwortlichkeit von Banken in der Krise von Unternehmen,346
"Guerillas, Partisanen, Terroristen in Sprache und Konfliktvölkerrecht",341
Grundkurs Sprachwissenschaft,430
Grundthemen paulinischer Theologie,227
"Aufgaben, Organisation und Instrumente, Vertrieb für Logistikdienstleister",658
"(1928 - 1945) ; zur Geschichte der nationalsozialistischen Juristenorganisation, Der NS-Rechtswahrerbund",349
"Machu Picchu, die geheimnisvolle Stadt der Inka",980
"Platons ""Staat"" und die Demokratie, historisch-systematische Überlegungen zur politischen Ethik",172
"Einführung in die Mathematik, Hintergründe der Schulmathematik",510
"Beraten, Trainieren, Coachen",658
"Lesen, Überlegungen zum sprachlichen Verstehen",153
Der Mandäismus,299
Untersuchung von Wasserstoff als Brennstoff für Ottomotoren,620
"Verbindung mit Zukunft oder vergebliche Sisyphusarbeit?, Wissenschaft und Kunst",700
"Märchenforschung, Märchenkunde, Märchendiskussion, Traumgesicht und Zauberspur",398
"Bausteine für einen lebensfreundlichen Planeten, Labor Erde",551
"Politische Koexistenz, Zur Theorie des Ost-West-Konflikts",327
Die Begriffsbestimmung des Versuchs und ihre Auswirkung auf den Versuchsbeginn,340
"Die optimale Rechtsform, Praxistipps und Checklisten für die beste Entscheidungsstrategie Rechtsfragen, Gründung, Formalitäten, Steuern",330
"Rechtsnormen und logische Analyse, ein Briefwechsel 1959 bis 1965",340
"Narziß auf Abwegen, Peter Handke und die deutsche Gegenwartsliteratur",838
"Zeitenwende(n) des Films, temporale Nonlinearität im zeitgenössischen Erzählkino",791
"Ansätze - Entwicklungen - Beispiele, Sozialbilanzen in der Bundesrepublik Deutschland",943
"Der „Writing Code“, bessere Abschlussarbeiten in kürzerer Zeit",800
"Aspekte der musikalischen Interpretation, Sava Savoff zum 70. Geburtstag",781
"Hoc illi praetulit auctor opus, Ovids Amores und die Entwicklung seines weiteren Werkes",871
"Jugendkriminalität, eine Folge fehlender Berufsausbildung",364
"Die Steuererklärung 2018 für das Jahr 2017, der Praxisratgeber für Arbeitnehmer, Beamte, Rentner und Familien",650
"Islamisches Völkerrecht, Studien am Beispiel Granada",340
"Analysis - Arbeitsbuch, Bezüge zwischen Schul- und Hochschulmathematik - sichtbar gemacht in Aufgaben mit kommentierten Lösungen",515
"Forschung und Lehre im Informationszeitalter - zwischen Zugangsfreiheit und Privatisierungsanreiz, Vorträge, Texte und Berichte zu der gleichnamigen Tagung des Instituts für Medienrecht und Kommunikationsrecht und des Lehrstuhls für Neuere Geschichte der Universität zu Köln am 21. April 2006 in Köln",343
"Frühchristliche Mahlfeiern, ihre Gestalt und Bedeutung nach der neutestamentlichen Briefliteratur und der Johannesoffenbarung",220
"Erfolgreich gegen Kopfschmerzen und Migräne, Ursachen beseitigen, gezielt vorbeugen, Strategien zur Selbsthilfe",610
"Arbeiten aus dem Neurologischen Institute an der Wiener Universität, Österr. Interakademisches Zentralinstitut für Hirnforschung",573
"Code Rouge, Gesetze des Erfolgs für Events und Live-Marketing",346
"Die satirischen Lieder Oswalds von Wolkenstein wider die Bauern, Untersuchungen zum Wortschatz und zur literarhistorischen Einordnung",831
"Betrachtungen über die Person und das Leben Jesu Christi, Der Herr",232
"Erschöpfung und Gewalt, Opferphantasien in der Literatur des Fin de siècle",809
"Formen und Probleme der Überlieferung mehrstimmiger Musik im Zeitalter Josquins Desprez, [Vorträge gehalten anläßlich eines musikwissenschaftlichen Kolloquiums vom 14. bis 17. September 1976 in der Herzog August Bibliothek]",780
"SUBversionen, zum Verhältnis von Politik und Ästhetik in der Gegenwart ; [Tagung, ... vom 14. bis 16. Juli 2006 im Künstlerhaus Edenkoben]",701
"Eine Kulturgeschichte des Kalenders, Tag und Woche, Monat und Jahr",300
"Begegnungsorte, Wahrnehmungsmuster, Infrastrukturprobleme im Vergleich, Berlin - Paris (1900 - 1933)",300
"Erscheinungsformen rheinischer Alltagssprache, Untersuchungen zu Variation und Kookkurrenzregularitäten im ""mittleren Bereich"" zwischen Dialekt und Standardsprache",430
Komödiantengeschichten,833
"Poetisierung als Kritik, Stefan Heyms Neugestaltung der Erzählung vom Ewigen Juden",833
"Literatur aus den Jahren 1945-1951, Mathematik, Physik · Chemie und Grenzgebiete",510
"Mikroliturgie, liturgische Kleinformeln im frühen Christentum",230
"Beiträge zu Geschichte, Leben und Verhältnis der Konfessionen ; Festschrift für Gottfried Maron zum 75. Geburtstag, Reformation und Katholizismus",230
"Börsenerlaubnis, Anteilseignerkontrolle und Niederlassungsfreiheit bei der Fusion von Börsenorganisationen, das Projekt Gamma",346
"Das Strafrecht des realen Sozialismus, Eine Einführung am Beispiel der DDR",340
"Freirhythmische Hymnen von Klopstock bis zur Gegenwart, Liminale Lyrik",809
Private equity im Schweizer Recht,340
"Die Oldenburger, die Geschichte einer europäischen Dynastie",929
Musiker und ihr vokales Repertoire - Untersuchungen zu Inhalt und Organisation von Musikerberufen und Liedgattungen in altbabylonischer Zeit,782
"Dergleichen man in Teutschland noch nicht gesehen, die Deckengestaltung der Idsteiner Unionskirche",750
Der Parasit der Überzeugungsbildung,340
Praxishandbuch Grüne Automobillogistik,658
"Rechtsproduktion und Rechtsbewußtsein, [Jahrestagung 1987 in Bochum, ... Vereinigung für Rechtssoziologie]",340
"Entscheidungsunterstützung durch Modelle ; mit Beispielen, Übungsaufgaben und Lösungen, Quantitative Betriebswirtschaftslehre",658
"Arbeiter und Arbeiterbewegung in der Weimarer Republik 1924 bis 1930, Der Schein der Normalität",305
"Gesellschaftsrecht, Organisationsrecht, Aufsichtsrecht, Rechtliche Aspekte internationaler Börsenfusionen",340
Götterszenen bei Vergil,873
"Nachbar Niederlande, eine landeskundliche Einführung",910
Polizeiliche Personenkontrolle,345
"Ansichten der Ferne, Reisephotographie 1850 - heute ;  [dieses Katalogbuch begleitet eine Ausstellung des Deutschen Werkbundes, die 1983/84 in folgenden Kunstvereinen und Museen gezeigt wird: 18.3.1983 - 10.4.1983, Hessisches Landesmuseum Darmstadt; 17.4.1983 - 8.5.1983, Ingolstadt, Galerie im Stadttheater; 14.5.1983 - 5.6.1983, Erlangen, Städtische Galerie; 27.7.1983 - 11.9.1983, Stuttgart, Württembergischer Kunstverein; 30.9.1983 - 13.11.1983, München, Kunstverein München; 16.1.1984 - 25.2.1984, Göttingen, Städtisches Museum]",779
Tschechoslowakei,943
"Pathologie des Nervensystems VI.B, Traumatologie von Hirn und Rückenmark Traumatische Schäden des Gehirns (forensische Pathologie)",616
"Beiträge zur regionalen und lokalen Forschung und zum internationalen Vergleich, Nationalsozialismus in der Region",154
Deutschdidaktik und Deutschunterricht nach PISA,370
Die aktive und die kontemplative Seite der Freiheit,150
Amerikanische Punitive Damages vor dem Schweizer Richter,340
"Brennende Wirklichkeit - kalte Theorie, literaturkritische Aufsätze zur koreanischen Literatur",890
Der Verzicht auf betriebsverfassungsrechtliche Befugnisse,344
"Die rechtliche Entstehung der Bundesländer, vom Wiener Kongress bis zur Bundesrepublik Deutschland",340
"Kirchen im weltanschaulichen Pluralismus ; Religion im Leben der Menschen 1970 - 2010 ; [eine Studie des Pastoralen Forums Wissenschaft], Verbuntung",230
"Christentum und Islam als politische Religionen, Ideenwandel im Spiegel gesellschaftlicher Entwicklungen",320
"Technologien der Macht, zu Michel Foucaults Staatsverständnis",320
"Kulturerbe Natur, naturkundliche Museen und Sammlungen in Sachsen-Anhalt",508
"78 Übungskarten mit Sprech- und Stimmübungen für den perfekten Auftritt, Auf dem Weg zum TOP-Sprecher",150
Akkadische Logogramme,492
"Die Hugenotten, Geschichte, Glaube und Wirkung",940
Religiöser Wandel in den postkommunistischen Ländern Ost- und Mitteleuropas,274
"Ich kommandiere mein Herz, Brechts Herzneurose - ein Schlüssel zu seinem Leben und Schreiben",832
Die Gewerkschaftspolitik der KPD in der Weimarer Republik,331
"Schostakowitsch, Prokofjew und andere Komponisten, [Analysen und Studien]",780
"Das Begriffsmerkmal der Gefahr in den strafrechtlichen Notstandsbestimmungen, Tabellen",345
Spiel von St. Oswald,832
"Die Entscheidung von Maschinen über Menschenleben, das Recht auf Leben und der Einsatz autonomer Rettungssysteme in Notfällen und Katastrophen",340
Sprachhistorisches Arbeitsbuch zur deutschen Gegenwartssprache,430
"Die gestörte Gesamtschuld im internationalen Privatrecht, am Beispiel einer Spaltung des Mehrpersonenverhältnisses zwischen deutschem und englischem Recht",346
Die Leihgabe von Berufssportlern,340
": Texte und Kontexte zur ""Berliner Debatte"" um die Neue Welt (17./18. Jh.), Globalisierung in Zeiten der Aufklärung",900
"Politische Theorie und politische Philosophie, ein Handbuch",320
Galaktischer Atlas,530
"99 Tipps, für Geschichte : Sekundarstufe I+II",907
"Grundlagen des CRM, Konzepte und Gestaltung",650
"Atomrechtliche Schadensvorsorge, Möglichkeiten u. Grenzen einer normativen Konkretisierung",343
Wasserkraftausnutzung und Wasserkraftmaschinen,621
"Das poetische Werk von Norbert Elias, Dichtung als Menschenwissenschaft",809
"Erwachsenenbildung im Wandel - Ansätze einer reflexiven Weiterbildungspraxis, Festschrift zum 60. Geburtstag von Prof. Dr. Ortfried Schäffter",370
"Taschenlexikon der Mittelmeerflora, ein botanisch-ökologischer Exkursionsbegleiter zu den wichtigsten Arten",580
Geschichte der deutschen Lyrik vom Mittelalter bis zur Gegenwart,831
"Dmitri Schostakowitschs Oper ""Lady Macbeth von Mzensk"" (Katerina Ismailowa) und ihre Inszenierungen",780
"Bürgerliches Gesetzbuch, mit Einführungsgesetz, Beurkundungsgesetz, Gesetz zur Regelung des Rechts der Allgemeinen Geschäftsbedingungen, Abzahlungsgesetz, Zweites Wohnraumkündigungsschutzgesetz, Staatshaftungsgesetz, Erbbaurechtsverordnung, Wohnungseigentumsgesetz, Ehegesetz",346
Rechtsfragen der Einführung eines Curricularwertes,344
"Die chemische Affinität, eine erste Einführung in die Lehre von der Triebkraft chemischer Reaktionen",541
"Studien zum Pentateuch, Walter Kornfeld zum 60. Geburtstag",222
Zweisprachigkeit bei Kindern mit geistiger Behinderung,371
"Die Konstruktion der Utopie, ästhetische Avantgarde und politische Utopie in den 20er Jahren ; [Vorträge des Kolloquiums ... Mai 1991 vom documenta-Archiv in Kassel]",700
"El Lissitzky, Maler, Architekt, Typograf, Fotograf ; Erinnerungen , Briefe, Schriften",709
"Rationalisierung im Alltag der Industriegesellschaft, Vernunft und Unvernunft neuer Kommunikationstechnologien am Beispiel Japans",302
Erzählen in der Schule,372
"Die lernende Gesellschaft, Lernkulturen und Kompetenzentwicklung in der Wissensgesellschaft",370
Jeder Ton eine Rettungsstation,780
"Befunde aus Deutschland, Österreich und der Schweiz, Rechtspopulismus, Arbeitswelt und Armut",330
"Befunde und Problemlagen aus berufs- und wirtschaftspädagogischer Perspektive, Demografie, Bildung und Fachkräftesicherung in den ostdeutschen Bundesländern",331
"Das Musikalische im Film, zur Grundlegung einer Ästhetik der Filmmusik",780
"Brennender Stoff, deutsche Mode jüdischer Konfektionäre vom Hausvogteiplatz",943
"Beschreibungen von Straßenszenen, Textgenerierung aus visuellen Daten",410
"Dienstleistungsqualität, Konzepte - Methoden - Erfahrungen",658
"Bewegungsprogramm zur Prävention von Übergewicht bei Kindern ; Kursmanual, Safari-TurnKids auf Entdeckungstour",610
"Die polnische Strafprozeßordnung, vom 6. Juni 1997 nach dem Stand vom September 2003 = Kodeks poste̜powania karnego",340
"Die Modalverben im Deutschen, Grammatikalisierung und Polyfunktionalität",432
"Einsichten in die Theologie Johannes Calvins, Gotteserkenntnis und Menschlichkeit",230
"Das Leben europäischer Greifvögel, ihre Bedeutung in den Landschaften ; 47 Tabellen",598
"Management von Rohstoffrisiken, Strategien, Märkte und Produkte",658
"(1552 - 1615) ; Hofkünstler in Europa ; [... in Zusammenhang mit der Ausstellung ""Hans von Aachen (1552 - 1615). Hofkünstler in Europa"" im Suermondt-Ludwig-Museum Aachen (11. März - 13. Juni 2010), ""Hans von Aachen (1552 - 1615). Malíř na Evropských Dvorech"" in den Cisařská Konírna in Zusammenarbeit mit der Obrazárna Pražského Hradu (1. Juli - 3. Oktober 2010), ""Hans von Aachen (1552 - 1615). Hofkünstler in Europa"" in der Gemäldegalerie des Kunsthistorischen Museums Wien (19. Oktober 2010 - 9. Januar 2011)], Hans von Aachen",750
"Leponex, Pharmakologie und Klinik eines atypischen Neuroleptikums Aspekte der Lebensqualität in der Schizophrenietherapie",616
"Erfüllung und Erwartung, Studien zur Prophetie auf dem Weg vom Alten zum Neuen Testament",220
"Der Gleichgewichtssinn, neues aus Forschung und Klinik ; 6. Henning-Symposium, Berlin",617
"Wortbegründetes Typologie-Denken auf mittelalterlichen Bildwerken, zur Ecclesia-Synagoga-Asasel (Sündenbock-)-Szenerie unter dem ""Lebenden Kreuz"" des Meisters Thomas von Villach, um 1475",704
Kommunikationsräume im kaiserzeitlichen Rom,870
"Der Internationale Handel, Theorie der Weltwirtschaftlichen Zusammenhänge Sowie Darstellung und Analyse der Aussenhandelspolitik",330
"Internationales Vertragsrecht, Rom I-VO, CISG, CMR, FactÜ : Kommentar",340
"Eigenschaften, Vorgänge, Technologien, Werkstoffwissenschaften und Fertigungstechnik",620
"Der Google-Komplex, über Macht im Zeitalter des Internets",338
"Große Landesausstellung Baden-Württemberg ; Staatliche Kunsthalle Karlsruhe, 8. Dezember 2007 - 2. März 2008, Grünewald und seine Zeit",750
"Richard Müller, der Mann hinter der Novemberrevolution",943
"Eine Analyse am Beispiel der Türkei, Politische Konditionalität der EU - eine erfolgreiche Demokratieförderungsstrategie?",320
"Die Enzyklika ""Laudato si'"", über die Sorge für das gemeinsame Haus",241
"Kinder unter dem Einfluss traditionell-autoritärer und totalitärer Erziehungsleitbilder, Kindesmisshandlung in der DDR",362
Die Bekämpfung von Diskriminierungen aus Gründen der Rasse und der ethnischen Herkunft in der Europäischen Gemeinschaft ausgehend von Art. 13 EG,342
"Spanienkämpferinnen, ausländische Frauen im Spanischen Bürgerkrieg 1936-1939",940
"Alfred Andersch, Perspektiven zu Leben und Werk ; Kolloquium zum achtzigsten Geburtstag des Autors in der Werner-Reimers-Stiftung, Bad Homburg v.d.H.",838
"Die Verantwortung der Unternehmung, eine wirtschaftsethische Rekonstruktion",230
Das Verhältnis von Sachmängelhaftung und culpa in contrahendo im Kaufrecht,346
Hemmnisse bei der Koordination nationaler Konjunkturpolitiken in den Europäischen Gemeinschaften,330
"Interferone, Präklinische und klinische Befunde",616
"Auf segelbeflügelten Schiffen das Meer befahren, das Erlebnis der Schiffsreise im späten Hellenismus und in der römischen Kaiserzeit",930
"Kirchwerdung und Kirchentrennung in Südwestafrika, Wir aber suchten Gemeinschaft",289
"Mythos Atelier, von Spitzweg bis Picasso, von Giacometti bis Nauman : [... anlässlich der Ausstellung ""Mythos Atelier. Von Spitzweg bis Picasso, von Giacometti bis Nauman"", Staatsgalerie Stuttgart, 27. Oktober 2012 bis 10. Februar 2013 ; Große Landesausstellung Baden-Württemberg '12]",111
"Geschichtspolitiken und Fernsehen, Repräsentationen des Nationalsozialismus im frühen österreichischen TV (1955 - 1970)",900
Einführung in Theorie und Praxis der Heimerziehung,362
"Stadt und Literatur in der frühen Neuzeit, Voraussetzungen und Entfaltung im südwestdeutschen, elsässischen und schweizerischen Städteraum",830
"Kontextoptimierung, evidenzbasierte Intervention bei grammatischen Störungen in Therapie und Unterricht",610
"Bürger und Politik, Politische Orientierungen und Verhaltensweisen der Deutschen",320
"Naturschutzhof Brodowin ; Ergebnisse des F+E-Projektes ""Naturschutzhof Brodowin"", Naturschutzfachliche Optimierung des Ökologischen Landbaus",330
"Saint-Nicolas-de-Port, eine spätgotische Wallfahrtskirche in Lothringen",230
Verfassungs- und unternehmensrechtliche Probleme der bundesdeutschen Flugsicherung,346
Dissonanz und Harmonie in Romantik und Moderne,780
Das grundgesetzliche Zensurverbot.,342
Frieden in Geschichte und Gegenwart,327
"Die sächsischen Kurfürsten während des Religionsfriedens von 1555 bis 1618, Symposium anläßlich des Abschlusses der Edition ""Politische Korrespondenz des Herzogs und Kurfürsten Moritz von Sachsen"" vom 15. bis 18. September 2005 in Leipzig",230
"Großes Wörterbuch Psychologie, Grundwissen von A - Z ; [rund 2000 zuverlässige Angaben]",150
"Erfolgreiches Projektmanagement ohne externe Berater in KMUs, Praxisleitfaden zur Etablierung Interner Projektmanager",658
"Politische Diakonie?, das Hilfswerk der Evangelischen Kirchen in Deutschland und der Versuch nach dem Zusammenbruch des Dritten Reiches eine gesellschaftsorientierte Diakonie zu verwirklichen",361
Verfassungs- und Verwaltungsgerichtsbarkeit,342
"Geschlechtsspezifische Besonderheiten bei Gründung und Führung von Unternehmen, Unternehmerinnen und Unternehmenserfolg",330
"Die Beitragspflicht des Hinterliegergrundstücks im Straßenausbaubeitragsrecht nach dem rheinland-pfälzischen Kommunalabgabengesetz, eine Untersuchung auf verfassungsrechtlicher Grundlage",343
"Atlas und Lehrbuch, Endoskopische Urologie",617
"Luther als Vorkämpfer?, Reformation, Volksaufklärung und Erinnerungskultur um 1800",284
"Buddha in Beton, eine buddhologische Kritik der neuen Wege des japanischen Tempelbaus",720
"Das Mädchen mit den dreizehn Seelen, eine Korrespondenz ergänzt durch Blätter aus Hedy Kempnys Tagebuch sowie durch eine Auswahl ihrer Erzählungen",836
"Im Garten der Rhetorik, die Kunst der Rede in der Antike",808
"Benachteiligung wegen des Alters im Erwerbsleben, Eine Analyse der gesetzlichen Regelungen - unter besonderer Berücksichtigung des AGG und des KSchG - und ihre Handhabung in der betrieblichen Praxis",340
"Geschichte und Systematik in philosophischer Perspektive, Kosmologie",113
"Personen und Begriffe der abendländischen Philosophie von der Antike bis zur Gegenwart, Philosophielexikon",103
"Gewerkschaften und Wanderarbeit, von Saisonarbeit, Werkverträgen und migrantischer Organisierung in der Baubranche und im Grünen Bereich",330
"Christoph Graupner, Hofkapellmeister in Darmstadt 1709 - 1760 ; mit Beiträgen zu Graupners Leben und Werk",780
"Das Recht der Raumordnung und Landesplanung in der Bundesrepublik Deutschland, eine systematische Darstellung",309
Recht und Technik im Spannungsfeld der Kernenergiekontroverse,343
"Einführung in die Vektorrechnung, Für Naturwissenschaftler, Chemiker und Ingenieure",512
"Giaime Pintor und die deutsche Kultur, auf der Suche nach komplementären Stimmen",850
"Kraftfahrzeugvertrieb, die kartellrechtliche Zulässigkeit und der wettbewerbsrechtliche Schutz der Vertragshändlersysteme der Kraftfahrzeugindustrie",343
Die gemeinsame Außen- und Sicherheitspolitik der EU,320
"Aufsätze und Materialien, Franz Kafka, ""Vor dem Gesetz""",833
"Das Studium: Vom Start zum Ziel, Lei(d)tfaden für Studierende",300
