Title,Class
"Water-soluble polymers, synthesis, solution properties, and applications ; developed from a symposium sponsored by the Division of Polymer Chemistry, Inc., at the 198th meeting of the American Chemical Society, Miami Beach, Florida, Septermber 10 - 15, 1989",6
"Passionate Amateurs - Theatre, Communism and Love",7
Languages for Automation,0
XML by example,0
"6th International Workshop, PAM 2005, Boston, MA, USA, March 31 - April 1, 2005, Proceedings, Passive and Active Network Measurement",0
"Complexity in chemistry, biology, and ecology",5
"Management in Western Europe, society, culture and organization in twelve nations",6
"Embodying Morality, Growing Up in Rural Northern Vietnam",3
"Clinical Features, Pathology, HRCT, Diffuse Lung Diseases",6
"The imperial experience, from Carlyle to Forster",8
"Polymer materials, block-copolymers, nanocomposites, organic/inorganic hybrids, polymethylenes",6
"The energy balance over an alpine snowcover, point measurements and areal distribution",5
"Realities of teaching, explorations with video tape",3
"Functions of a complex variable, with applications",5
"Dystopia, science fiction, post-apocalypse, classics - new tendencies - model interpretations",4
"Liberal states and the freedom of movement, selective borders, unequal mobility",3
"Mass spectrometry, principles and applications",5
"Hybrid Symbolic-Numeric Methods, Mathematical Geosciences",5
Stability of KAM tori for nonlinear Schrödinger equation,5
Highland river,8
"Powerful learning environments, unravelling basic components and dimensions",3
"A politics of grace, hope for redemption in a post-Christendom context",2
The compositionality papers,4
"Jewish and Islamic law, a comparative study of custom during the Geonic period",3
"Emotional intelligence, harness the power of emotions; succeed in all areas of your life",1
Social patterns and political horizons,3
"Foreign policy in the European Union, theory, history, and practice",3
Building winning trading systems with TradeStation,3
"Masculinities in politics and war, gendering modern history : [19th International Congress of Historical Sciences in Oslo 2000, entitled ""Masculinity as Practice and Representation""]",3
"A History of the Plain and Eloquent Styles, The English Lyric from Wyatt to Donne",8
"Beyond the nanoworld, quarks, leptons, and gauge bosons",5
Scots thesaurus,4
"In from the shadow, integrating Europe's informal labor",3
Numerical Optimization with Computational Errors,5
"System enquiry, a system dynamics approach",0
American culture in the 1970s,3
"Effective project management, how to plan, manage, and deliver projects on time and within budget",6
"An Interdisciplinary Guide, Molecular Modeling and Simulation : An Interdisciplinary Guide",5
"Fractal geometry, mathematical foundations and applications",5
"Pacific Islanders under German rule, a study in the meaning of colonial resistance",3
"The post-racial society is here, recognition, critics and the nation-state",3
"An Introduction to the Realistic Philosophy of Culture, Plato's Theory of Man",1
"The rhetoric of empire, colonial discourse in journalism, travel writing, and imperial administration",8
Digital signal processing and applications with the OMAP-L138 eXperimenter,6
Tumor Immunology and Cancer Vaccines,6
"Blurred boundaries, migration, ethnicity, citizenship",3
"Resources, environment, and economics, applications of the materials ; energy balance principle",3
"Application to OFDM-based Transceivers, RF Analog Impairments Modeling for Communication Systems Simulation",6
"A Simple Bifurcation Approach, Numerical Techniques for Chemical and Biological Engineers Using MATLAB®",6
"Multimedia, advanced teleservices and high-speed communication architectures ; second international workshop, IWACA '94, Heidelberg, Germany, September 26 - 28, 1994 ; proceedings",0
"Neuropsychology of art, neurological, cognitive, and evolutionary perspectives",6
Comparing federal systems,3
"The LATEX graphics companion, illustrating documents with TEX and PostScript",6
The limits of law,3
"Writing on the tablet of the heart, origins of scripture and literature",2
"Careers in IT service management, Continual Service Improvement Manager",0
Atlas of Geology and Mineral Deposits,5
Automobile insurance and road accident prevention,3
Diffeomorphisms and noncommutative analytic torsion,5
"Images of Shakespeare, proceedings of the third congress of the International Shakespeare Association, 1986",8
When search meets web usability,0
Advances in survival analysis,5
"Herpetology, an introductory biology of amphibians and reptiles",5
"Knowledge and power in Morocco, the education of a twentieth-century notable",3
"The book of acts as church history, text, textual traditions and ancient interpretations = Apostelgeschichte als Kirchengeschichte",2
"IBM eserver certification study guide, IBM eserver p5 and pSeries administration and support for AIX 5L version 5.3",0
"Adaptive Bidding in Single-Sided Auctions Under Uncertainty, An Agent-based Approach in Market Engineering",3
"Handbook of hydrothermal technology, a technology for crystal growth and materials processing",5
"The LXX version, a guide to the translation technique of the Septuagint",2
"Analytic Methods and Modern Applications, Stochastic Models, Information Theory, and Lie Groups, Volume 2",5
"High-performance computing and networking, international conference and exhibition Amsterdam, The Netherlands, April 21-23, 1998 Proceedings",0
"Coastal shrimps and prawns, keys and notes for identification of the species",5
"Studies on prophecy, a collection of twelve papers",2
"The laws of disruption, harnessing the new forces that govern life and business in the digital age",3
"IFIP TC8/WG8.1 International Conference on Information System Concepts: An Integrated Discipline Emerging (ISCO-4)September 20-22, 1999, University of Leiden, The Netherlands, Information System Concepts: An Integrated Discipline Emerging",6
"A Black Jacobin in the Age of Revolutions, Toussaint Louverture",3
"From still to motion, editing DSLR video with Final Cut Pro X",7
"The West Indian language issue in British schools, challenges and responses",3
Lie groups beyond an introduction,5
"The displaced, refugee writers on refugee lives",3
"Fractals and spectra, related to Fourier analysis and function spaces",5
"Which dictionary?, a consumer's guide to selected English-language dictionaries, thesauri and language guides",4
Bifurcation in rotating bodies,5
"Youth and history, a comparative European survey on historical consciousness and political attitudes among adolescents",9
Lehrbuch Palliative Care,6
"Towards a theory of text for contrastive rhetoric, an introduction to issues of text for students and practitioners of contrastive rhetoric",8
Mac OS X Snow Leopard in depth,0
Handbook of radical polymerization,5
"Two Gentlemen of Verona, critical essays",8
Optical effects of ion implantation,6
Recycling in textiles,6
"Graffiti and the Forgotten Jews of Antiquity, Writing on the Wall",9
"Evidence and Method in Histories of English, Studies in the History of the English Language VI",4
"A History of a Tibetan Tantra, The Gathering of Intentions",2
Faith from a Positive Psychology Perspective,1
"An R Package for Environmental Statistics, EnvStats",3
"Cicero's correspondence, a literary study",9
"Exam RFO-001--Cover. - Includes index, RFID+",6
Introduction to the perturbation theory of Hamiltonian systems,5
A dictionary of Hinduism,2
"New approaches to migration?, transnational communities and the transformation of home",3
"14th European Conference, Amsterdam, The Netherlands, October 11-14, 2016, Proceedings, Part III, Computer Vision - ECCV 2016",0
"10th international meeting, CIBB 2013, Nice, France, June 20 - 22, 2013 ; revised selected papers, Computational intelligence methods for bioinformatics and biostatistics",5
"From Standard Practice to Contemporary Application, Perceived Exertion Laboratory Manual",6
"How the Indians lost their land, law and power on the frontier",3
Common SAP R/3 Functions Manual,0
"Strong boundary values, analytic functionals, and nonlinear Paley-Wiener theory",5
"Fundamentals and Applications of CMOS and CCD sensors, High Performance Silicon Imaging",6
"Philosophy of science, logic, and mathematics in the twentieth century",5
"1 ; Basic calculus, Mathematics for engineers",5
"Parent education, a survey of the Minnesota program",6
"The media in Britain, current debates and developments",3
"Oracle JD Edwards EnterpriseOne 9.0, supply chain management cookbook ; over 130 simple but incredibly effective recipes for configuring, supporting, and enhancing EnterpriseOne SCM",0
Mastering ElasticSearch,0
"Boats, ships and shipyards, proceedings of the Ninth International Symposium on Boat and Ship Archaeology, Venice 2000",6
"Integrating climate change adaptation into development co-operation, policy guidance",3
"Security risks in social media technologies, safe practices in public service applications",0
"21st International Conference on Conceptual Modeling Tampere, Finland, October 7-11, 2002 Proceedings, Conceptual Modeling - ER 2002",0
"Know your customer, new approaches to understanding customer value and satisfaction",6
"And God knows the soldiers, the authoritative and authoritarian in Islamic discourses",2
"Pocket guide to brain injury, cognitive, and neurobehavioral rehabilitation",6
"The Illusive Promise of Constitutional Rights, The Politics of the Charter",3
"Actes et documents de la dix-neuvième session, Conférence de La Haye de Droit International Privé = Proceedings of the nineteenth session / Hague Conference on Private International Law",3
Social structures in Molière's theater,8
A Short Course in Ordinary Differential Equations,5
"Rebel visions, the underground comix revolution, 1963 - 1975",7
"5th International Conference, NETYS 2017, Marrakech, Morocco, May 17-19, 2017, Proceedings, Networked Systems",0
Psychosocial Perspectives on Peacebuilding,3
"A Philosophical Debate on Statistical Reasoning, Bayesians Versus Frequentists",5
A political theory of territory,3
Church monuments in Romantic England,7
"Triumphall shews, tournaments at German speaking courts in their European context 1560 - 1730",9
"Simulation and optimization, proceedings",0
"How we think, a theory of goal-oriented decision making and its educational applications",3
"The diary of Frida Kahlo, an intimate self-portrait",7
Early modern Jesuits between obedience and conscience during the generalate of Claudio Acquaviva (1581 - 1615),2
"Securing HP NonStop servers in an open systems world, TCP/IP, OSS & SQL",0
"Boundary control and boundary variations, proceedings of the IFIP WG 7.2 conference, Nice, France, June 10 - 13, 1987",6
"Globalization of financial markets, causes of incomplete integration and consequences for economic policy",3
"New beginnings in twentieth-century theatre and drama, essays in honour of Armin Geraths",8
"Adobe Photoshop Elements 9: Maximum Performance, Unleash the hidden performance of Elements",7
"The politics of Egypt, state-society relationship",3
"Fundamental rights operation in private law, a comparative study of legal solutions",3
"Emerging Mathematical Models, Methods and Algorithms, Industrial Mathematics and Complex Systems",5
"Contemporary trends in Hispanic and Lusophone linguistics, selected papers from the Hispanic Linguistic Symposium 2015",4
Equality law,3
"Attention deficit democracy, the paradox of civic engagement",3
Productivity and efficiency in distribution systems,6
"Myth as Argument, The Brhaddevata as Canonical Commentary",2
Advanced mathematical methods,5
"Curating media/net/art, circulating contexts",0
"High Performance Computing in Science and Engineering, Garching/Munich 2009, Transactions of the Fourth Joint HLRB and KONWIHR Review and Results Workshop, Dec. 8-9, 2009, Leibniz Supercomputing Centre, Garching/Munich, Germany",5
"Josephus, the historian and his society",9
A visit with Magritte,7
"<1462 - 1516>, Johannes Trithemius",2
"New ethnicities, old racisms?",3
Eigenvalue distribution of compact operators,5
"Fashion cultures revisited, theories, explorations and analysis",3
"Third International Workshop, VLSM 2005, Beijing, China, October 16, 2005, Proceedings, Variational, Geometric, and Level Set Methods in Computer Vision",0
"American writers in Paris, 1944 - 1960, The continual pilgrimage",8
Frege's doctrine of being,1
"Reformation, revolt and civil war in France and the Netherlands 1555 - 1585, [proceedings of the colloquium, Amsterdam, 29 - 31 October 1997]",9
Java performance and scalability,0
"The political economy of decentralization in Sub-Saharan Africa, a new implementation model in Burkina Faso, Ghana, Kenya, and Senegal",3
"Resheph, a Syro-Canaanite deity",9
"The Exegesis of the Pentateuch, exegetical studies and basic questions",2
"Ezra Pound, the tragic years ; 1925 - 1972",8
"America at the ballot box, elections and political history",3
iOS 7 in action,0
"Silver in healthcare, its antimicrobial efficacy and safety in use",6
"Minimal projections in Banach spaces, problems of existence and uniqueness and their application",5
"Dirichlet forms, lectures given at the 1st session of the Centro Internazionale Matematico Estivo (C.I.M.E.) held in Varenna, Italy, June 8 - 19, 1992",5
"Abraham Kuenen (1828 - 1891), his major contributions to the study of the Old Testament ; a collection of Old Testament studies published on the occasion of the centenary of Abraham Kuenen's death (10 december 1991)",2
Experimental techniques in condensed matter physics at low temperatures,5
"Rethinking Leviathan, the eighteenth-century state in Britain and Germany",3
"Creating Positive Social Updrafts through Play and Performance, Creativity and Community among Autism-Spectrum Youth",1
Platonism and Forms of Intelligence,1
Routledge handbook of public policy,3
"Badass LEGO guns, building instructions for five working guns",6
"Terrorism, the basics",3
"4th Summer School, MOVEP 2000 Nantes, France, June 1923, 2000 Revised Tutorial Lectures, Modeling and Verification of Parallel Processes",0
"Food powders, physical properties, processing, and functionality",6
"Phylogeny, ecology, and behavior, a research program in comparative biology",5
"Voice leading, the science behind the musical art",7
"TCPA technology in context, Trusted computing platforms",0
Computing Attitude and Affect in Text: Theory and Applications,0
"Designs and Trials in Paradise Lost, Looking Into Providences",8
"6th international workshop, HM 2009, Udine, Italy, October 16 - 17, 2009 ; proceedings, Hybrid metaheuristics",0
"First International Workshop, MATA 2004, Florianópolis, Brazil, October 20-22, 2004. Proceedings, Mobility Aware Technologies and Applications",0
"ATP-driven pumps and related transport, the Na,K-pump",6
Marine Anthropogenic Litter,5
"Film form, essays in film theory",7
Reading Paul's letter to the Romans,2
"APM Best Practices, Realizing Application Performance Management",6
"Patrick White, fiction and the unconscious",8
New collected poems,8
"Solid-state mid-infrared laser sources, with 36 tables",6
"The cultural critics, from Matthew Arnold to Raymond Williams",3
"Emperor Frederick III and the political culture of imperial Germany, Our Fritz",9
Nonnegative matrices and applicable topics in linear algebra,5
Sex role identity and ego development,3
The Franco-German relationship in the European Union,3
"4th Workshop, OpenSHMEM 2017, Annapolis, MD, USA, August 7-9, 2017, Revised Selected Papers, OpenSHMEM and Related Technologies. Big Compute and Big Data Convergence",0
"Communication technologies for vehicles, third international workshop, Nets4Cars/Nets4Trains 2011, Oberpfaffenhofen, Germany, March 23 - 24, 2011 ; proceedings",6
"Microeconomics for business and marketing, lectures, cases and worked essays",3
"Just hibernate, a lightweight introduction to hibernate framework",0
"AMS Special Session on Computational Group Theory, March 3 - 4, 2007, Davidson College, Davidson, North Carolina, Computational group theory and the theory of groups",5
"English literature in history, 1780 - 1830, pastoral and politics",8
Mining Social Networks and Security Informatics,6
Post-structuralist classics,1
"Hearst over Hollywood, power, passion, and propaganda in the movies",7
Critical essays on Samuel Beckett,8
"Peripheral labour?, Studies in the history of partial proletarianization",3
"Interoperating Geographic Information Systems, Second International Conference, INTEROP’99, Zurich, Switzerland, March 10-12, 1999. Proceedings",0
"Equality., Women's Issues at IFLA",3
"French, English and German poetry of the First World War, The nation's cause",8
"Geocriticism, real and fictional spaces",8
Empirical modeling of exchange rate dynamics,3
"Magic, science, and religion, and other essays",3
"Globalization, theory and practice",3
"Mathematical problems in semiconductor physics, lectures given at the C.I.M.E. Summer School held in Cetraro, Italy, July 15 - 22, 1998",5
Vector random variables,5
"Temperament, personality, activity",1
"Beiträge zur Küstenmorphologie, Contributions to coastal geomorphology =",5
Introduction to partial differential equations and boundary value problems,5
"Walls and mirrors, intermediate problem solving and data structures",0
An introduction to vector analysis for physicists and engineers,5
"Goethe's early lyric and the beginnings of romanticism, The specular moment",8
"Handwriting, poems",8
First look 2007 Microsoft Office system,0
"13th international conference, Ho Chi Minh City, Vietnam, June 24 - 27, 2013 ; proceedings, part II, Computational science and its applications - ICCSA 2013",0
The life of Charles Ives,7
"Seven databases in seven weeks, a guide to modern databases and the NoSQL movement",0
An introduction to geographical information systems,9
Sams teach yourself Internet and Web basics all in one,0
"Practical Load Balancing, Ride the Performance Tiger",0
Design Computing and Cognition '16,0
"Rethinking migration, new theoretical and emperical perspectives",3
"Understanding AJAX, using JavaScript to create rich Internet applications",0
"Chips, clones, and living beyond 100, how far will the biosciences take us?",6
"JavaScript and DHTML cookbook, [solutions & examples for web programmers]",0
"The loss of a life partner, narratives of the bereaved",1
Studies in art and religious interpretation,7
Notes on Functional Analysis,5
Science teaching with Moodle 2.0,3
"22nd Annual International Conference, RECOMB 2018, Paris, France, April 21-24, 2018, Proceedings, Research in Computational Molecular Biology",5
"The autobiography of a Winnebago Indian, [life, ways, acculturation, and the Peyote cult]",9
Coral Reef Studies of Japan,5
"At the scene of the crime, forensic mysteries from today's best writers",8
"Proceedings of the 3rd International Workshop on Parallel Tools for High Performance Computing, September 2009, ZIH, Dresden, Tools for High Performance Computing 2009",0
"Particles, photons and their detection",5
Play framework cookbook,0
"Introduction to plasmas and plasma dynamics, with reviews of applications in space propulsion, magnetic fusion and space physics",5
Character transition in the writings of Hans Erich Nossack,8
"Europe undivided, democracy, leverage and integration after communism",9
"Words and things, an examination of, and an attack on, linguistic philosophy",4
Facets of Sociality,1
"30th Conference on Current Trends in Theory and Practice of Computer Science Měřín, Czech Republic, January 24-30, 2004 Proceedings, SOFSEM 2004: Theory and Practice of Computer Science",0
"Professional development for cooperative learning, issues and approaches",3
"Fischart's view of Rabelais, Gargantua in a convex mirror",8
"Membrane protein protocols, expression, purification, and characterization",5
"Theatre and performance design, a reader in scenography",7
"Multidimensional Integral Representations, Problems of Analytic Continuation",5
"Papacy, monarchy and marriage, 860-1600",9
"6th International Conference of the CLEF Association, CLEF’15 Toulouse, France, September 8 - 11, 2015 ; proceedings, Experimental IR meets multilinguality, multimodality, and interaction",0
"Breezeblock Park, a play",8
The Modula-2 Software Component Library,0
"Dickens's class consciousness, a marginal view",8
"The transformation of American society, 1870 - 1890",3
"Microsoft Dynamics GP 2013 financial management, unleash the power of financial management with tips, techniques, and solutions for Microsoft Dynamics GP 2013",0
Combinatorial game theory,9
"Master the Essential Skills to Build Fast and Scalable Web Applications, Practical Web Development with Haskell",0
"Teaching inquiry-based chemistry, creating student-led scientific communities",5
"Flexible rigidities, industrial policy and structural adjustment in the Japanese economy 1970-80",3
"Drawing and cognition, descriptive and experimental studies of graphic production processes",1
"Ethics and spirituality in Islam, sufi adab",2
"Philosophy of science, an overview for cognitive science",1
"Freaks of nature, and what they tell us about development and evolution",5
The limits of loyalty,1
"Parallel and distributed computing, theory and practice ; first Canada-France conference, Montréal, Canada, May 19 - 21, 1994 ; proceedings",0
A Theory of Global Biodiversity (MPB-60),5
Cosmetic Dermatology,6
"The Seven Years War, a transatlantic history",9
"King dog, a screenplay",7
Work and nonwork in the year 2001,3
"The orphan in eighteenth-century law and literature, estate, blood, and body",8
"Fisheries, Quota Management and Quota Transfer, Rationalization through Bio-economics",3
A crash course in Mathematica,5
"Controlling the sword, the democratic governance of national security",3
"Bibliographie der geheimen DDR-Dissertationen =, Bibliography of secret dissertations in the German Democratic Republic",0
"Information Storage and Retrieval Systems, Theory and Implementation",0
"Models and Applications, Secure Transaction Protocol Analysis",0
"Surprise, The Poetics of the Unexpected from Milton to Austen",8
"The normative web, an argument for moral realism",1
"Entangling forms, within semiosic processes",4
"The writer's guide to beginnings, how to craft story openings that sell",8
"1st Scandinavian Workshop on Algorithm Theory, Halmstad, Sweden, July 5 - 8, 1988 ; proceedings, SWAT 88",5
"Children's mathematical concepts, six Piagetian studies in mathematics education",3
Radar systems analysis and design using MATLAB,6
"Livy, Tacitus and Ammianus on their gods, Rome's religious history",2
"Spaces of capital, towards a critical geography",3
RFID Technologies for Internet of Things,0
"Suburban style, the British home, 1840-1960",7
"Typography workbook, a real-world guide to using type in graphic design",6
"The politics of immigration in France, Britain, and the United States, a comparative study",3
"Political economics, explaining economic policy",3
"Publication design workbook, a real-world design guide : magazines, newspapers, catalogs, annual reports, newsletters, literature systems, and everything in between",6
"Grayson Perry ; [... to accompany the Exhibition The Tomb of the Unknown Craftsman at the British Musuem 6 October 2011 - 19 February 2012], The tomb of the unknown craftsman",7
"Managing migration, the promise of cooperation",3
"Mobile opportunistic networks, architectures, protocols and applications",0
"A Process-Oriented Approach, Enterprise Systems Integration",0
Enhancing motivation,1
What is this thing called Metaethics?,1
"Canon EOS 6D, the guide to understanding and using your camera",7
"PHP & MySQL for dummies, Previous ed.: 2004. - Includes index",0
"Practice what you teach, social justice education in the classroom and the streets",3
"For home, country, and race, constructing gender, class, and Englishness in the elementary school, 1880-1914",3
"Studies in the history of linguistics, traditions and paradigms",4
"Policy and practice in bilingual education, a reader extending the foundations",3
"The syntax of desire, language and love in Augustine, the Modistae, Dante",4
Type Systems for Distributed Programs: Components and Sessions,0
"16th international conference, ICICS 2014, Hong Kong, China, December 16 - 17, 2014 ; revised selected papers, Information and communications security",0
"El vocabulario Rioplatense razonado por Daniel Granada (1889–1890) ; a detailed analysis of an early regional dictionary with an evaluation of its influence on later lexicographers ; with an Engl. resumé, Los inicios de la lexicografía del español del Uruguay",4
Strangers in the world,3
"Homophobic Violence in Canada, Pink Blood",3
The poetry of praise,8
"Database systems of the 90s, international symposium, Müggelsee, Berlin, FRG, November 5 - 7, 1990 ; proceedings",0
"Optical communication over plastic optical fibers, integrated optical receiver technology",6
A history and theory of informed consent,3
"The Weimar century, german émigrés and the ideological foundations of the Cold War",9
Microbial processing of metal sulfides,6
"Recursion theory, proceedings of the AMS-ASL Summer Institute on Recursion Theory, held at Cornell University, Ithaca, New York, June 28 - July 16, 1982",5
"Pairing-based cryptography - Pairing 2009, third international conference, Palo Alto, CA, USA, August 12 - 14, 2009 ; proceedings",0
"Architecture and the historical imagination, Eugène-Emmanuel Viollet-le-Duc, 1814 - 1879",7
"Lexical perspectives on transitivity and ergativity, causative constructions in English",4
Asymptotic theory of finite dimensional normed spaces,5
"Crossing frontiers, intercultural perspectives on the western ; [... ZIS - Centre of Intercultural Studies at the Johannes Gutenberg University for their funding of the conference ...]",7
"The European Union and the Arab spring, promoting democracy and human rights in the Middle East",3
"Women healers and physicians, climbing a long hill",6
Structural Fire Performance of Contemporary Post-tensioned Concrete Construction,6
Structures From the Trivium in the Canta,8
"Abram to Abraham, a literary analysis of the Abraham narrative",2
"Transforming masculinities, men, cultures, bodies, power, sex and love",3
"Imagining America, icons of 20th-century American art",7
Show me Microsoft Office 2003,0
"Chaotic secure communication, principles and technologies",6
"Between therapist and client, the new relationship",6
Envisioning information,3
"EWSP '91, Sankt Augustin, FRG, March 18 - 19, 1991 ; proceedings, European Workshop on Planning",0
"Keren Cytter: I was the good and he was the bad and the ugly, [on the occasion of the Exhibition: Keren Cytter: I Was the Good and He Was the Bad and the Ugly, June 25 - August 20, 2006, KW Institute for Contemporary Art, Berlin]",7
Mental health and social policy,6
"Corruption, its nature, causes, and functions",3
The Cambridge companion to Brahms,7
"Athenaeum, a critical commentary",8
"Management, work and welfare in Western Europe, a historical and contemporary analysis",3
"Cicero, de oratore ; book III",8
Problems of rationality,1
"The hidden frontier, ecology and ethnicity in an Alpine valley",3
"The integration of immigrants in European societies, national differences and trends of convergence ; in memory of Hans Mahnig",3
Stochastic porous media equations,5
Thought as a system,1
Lak Chang: A reconstruction of Tai identity in Daikong,3
"Duct tape parenting, a less is more approach to raising respectful, responsible, and resilient kids",6
"Constitutions of the countries of the world, a series of updated texts, constitutional chronologies and annotated bibliographies",3
"Music and emotion, theory and research",7
"Natural language generation in artificial intelligence and computational linguistics, [selected papers presented at the Fourth International Workshop on Natural Language Generation]",0
Cartographic design and production,5
Small business and entrepreneurship,6
"The inverse method, parametric verification of real-time embedded systems",0
"An Interdisciplinary Approach to Designing Fast Networked Devices, Network Algorithmics",0
Workshop on interacting boson-boson and boson-fermion systems,5
Science and technology in a developing world,3
"Scanning Microscopy, Symposium Proceedings",6
Fundamentals of magnetism,5
"Post-war American art, the Novak/O'Doherty collection ; [published on the occasion of the exhibition ""Post-War American Art. The Novak/O'Doherty Collection"", Irish Museum of Modern Art, 7 September - 27 February 2011, New Galleries]",7
The social contract and other later political writings,3
Subject and object in Renaissance culture,9
"Formal approaches to software testing and runtime verification, first combined international workshops FATES 2006 and RV 2006, Seattle, WA, USA, August 15 - 16, 2006 ; revised selected papers",0
"The importance of the geosciences for the supply of mineral raw materials, proceedings of an International Symposium, held in Hanover, Fed. Rep. of Germany, at the Federal Institute for Geosciences and Mineral Resources October 25-26, 1976",5
"An Anthology of Vernacular Guides to Behaviour for Youths with English Translations, Medieval Conduct Literature",8
"European inventory on validating non-formal and informal learning : national policies and practices in validating non-formal and informal learning, The learning continuity",3
"The playful machine, theoretical foundation and practical realization of self-organizing robots",6
"6th International Joint Conference ALP '97 - HOA '97 Southampton, UK, September 3-5, 1997 Proceedings, Algebraic and Logic Programming",0
"SUCCESSION FOR CHANGE, Strategic transitions in family and founder-led businesses",6
The plant finder,6
"The Land, the Bible, and History, Toward the Land That I Will Show You",2
Dynamic modeling of environmental systems,6
"Towing icebergs, falling dominoes, and other adventures in applied mathematics",5
"Equity valuation, models from leading investment banks",3
Memory and cognition in its social context,1
"A Discussion of the Ethical Issues, Evidence-based Practice in Medicine and Health Care",6
Medieval art and architecture at Lincoln Cathedral,7
"Medieval dress and textiles in Britain, a multilingual sourcebook",3
"Thin film solar cells, fabrication, characterization and applications",6
"Income and asset disclosure, case study illustrations",3
"Democratic Equality, What Went Wrong?",3
"From Sung Neo-Confucianism to a Doctrine of Political Rights, Limits to Autocracy",3
"Conceptual Modeling for Traditional and Spatio-Temporal Applications, The MADS Approach",0
"The Cinema of Takeshi Kitano, flowering blood",7
"Physics and metaphysics, theories of space and time",1
"Cancer Informatics in the Post Genomic Era, Toward Information-Based Medicine",6
"Reducing the vulnerability of Moldova's agricultural systems to climate change, impact assessment and adaptation options",6
"Instant LEGO Mindstorm EV3, your guide to building and programming your very own advanced robot using LEGO Mindstorm EV3",6
"Comparing empires, encounters and transfers in the long nineteenth century",3
"Blacks in blackface, a sourcebook on early black musical shows",7
Temple scroll and related documents,2
Concepts and Results in Chaotic Dynamics: A Short Course,5
"Algebraic curves and finite fields, cryptography and other applications",5
"6th International Conference, Reading, UK, May 28-31, 2006, Proceedings, Part I, Computational Science - ICCS 2006 (vol. # 3991)",0
"APA style made easy, Writing with style",8
"Psychological disorders of children, a behavioral approach to theory, research, and therapy",6
"Ingres in fashion, representations of dress and appearance in Ingres's images of women",7
"Method Support for Software-System Evolution, The Renaissance of Legacy Systems",0
Ten Essential Skills for Electrical Engineers,6
"An Essay on Al Purdy, The Last Canadian Poet",8
Statistical Image Processing and Multidimensional Modeling,6
Walking in Roman culture,9
"10th International Conference, ICBL 2017, Hong Kong, China, June 27-29, 2017, Proceedings, Blended Learning. New Challenges and Innovative Practices",3
The Eye of the Crocodile,5
Spectroelectrochemistry,5
Structural Complexity I,0
"History of geomorphology, from Hutton to Hack ; [proceedings of the 19th Annual Binghamton Geomorphology Symposium]",5
"Discovering mathematics with maple, an interactive exploration for mathematicians, engineers and econometricians",5
"International migration in the age of crisis and globalization, historical and recent experiences",3
"Set-theoretic topology, proceedings",5
"Computer animation '91, [Third International Workshop on Computer Animation, which was held in Geneva on May 22 - 24]",0
Roman cameo glass in the British Museum,7
Democracy in what state?,3
"Catholic and reformed, the Roman and Protestant churches in English Protestant thought, 1600 - 1640",2
"Contemporary approaches to public policy, theories, controversies and perspectives",3
"Engaging moments, the origins of medieval bridal-quest narrative",9
"Nonmonotonic and inductive logic, second international workshop, Reinhardsbrunn Castle, Germany, December 2 - 6, 1991 ; proceedings",0
"Classical and Non-Classical, Logics for Computer Science",0
"AISB91, Proceedings of the Eighth Conference of the Society for the Study of Artificial Intelligence and Simulation of Behaviour, 16-19 April 1991, University of Leeds",0
Mathematical and Statistical Applications in Life Sciences and Engineering,5
"(1912 - 1925) : 58 illustrations of styles by Paul Poiret, Worth, Paquin, and others, French fashion plates in full color from the Gazette du bon ton",3
Impact of technology on successful aging,3
"Integers, polynomials, and rings, a course in algebra",5
"Virtual Americas, transnational fictions and the transatlantic imaginary",8
Direct your own damn movie!,7
"Government 3.0 - Next Generation Government Technology Infrastructure and Services, Roadmaps, Enabling Technologies & Challenges",3
Introduction to mathematical modeling and chaotic dynamics,5
"The mountain pass theorem, variants, generalizations and some applications",5
Optical networking best practices handbook,6
"Beyond language boundaries, multimodal use in multilingual contexts",4
Principles of social justice,3
"Weed-crop competition, a review",6
"Electronic properties of conjugated polymers, proceedings of an international winter school, Kirchberg, Tirol, March 14 - 21, 1987",6
Living with Disfigurement in Early Medieval Europe,3
Optimal Financial Decision Making under Uncertainty,6
"Power electronics for renewable energy systems, transportation, and industrial applications",6
"Inequality and Prosperity, Social Europe vs Liberal America",3
"17th annual European symposium, Copenhagen, Denmark, September 7 - 9, 2009 ; proceedings, Algorithms - ESA 2009",0
The Metaphysics and the Epistemology of Meaning,1
Quantum measurement and control,5
Linear numerical analysis,5
"Retail brand equity and loyalty, analysis in the context of sector-specific antecedents, perceived value, and multichannel retailing",6
"19th Australasian conference, ACISP 2014, Wollongong, NSW, Australia, July 7 - 9, 2014 ; proceedings, Information security and privacy",0
The foundations of European private law,3
Reviews of Environmental Contamination and Toxicology Volume 239,5
Comparative law,3
"Exam ref 70-332, advanced solutions of Microsoft Sharepoint server 2013",0
"Band theory of solids, an introduction from the point of view of symmetry",5
"A Century of Colonial Rule in the Caroline and Marshall Islands, Strangers in Their Own Land",9
"10th European Conference on Technology Enhanced Learning, EC-TEL 2015, Toledo, Spain, September 15-18, 2015 : proceedings, Design for teaching and learning in a networked world",3
Elements of relativity theory,5
Dermatopathologie,6
"Directions in corpus linguistics, proceedings of Nobel Symposium 82, Stockholm, 4 - 8 August 1991",4
"SF: the other side of realism, essays on modern fantasy and science fiction",8
Core Web programming,0
"The people of Plato, a prosopography of Plato and other Socratics",1
